"type","Country","Region","Location","Name","Latitude","Longitude","year_deployment","year_modification","min_depth_m","depth_m","reef_edge_m","Min_dist_filt_km","min_dist_km","surrounding_seabed","meadows","typo_filt","reef_typology","structure_wreck","Material_simply","Material","Arrangement_modules","origin_reef","total_area_sqm","total_volume_cubm","n_oases","dist_between_oases_m","dimens_oases_sqm","type_structures","n_structures","dim_structures_m","dist_between_structures_m","modules_shape","n_modules","dist_between_modules_m","dimension_leng_width_heigh_m","weight_or_displacement_tons","experimental_professional","scope","exploitation","possible_exploitation","observations","biocenosis","alien_species","Alien species (form)","protected_species","Protected species (form)","protect_area_y_n","Protected area","managment_prog_Y_N","Management_program","Concession_area_Y_N","Surveillance_service_Y_N","Surveillance_service","Monitoring_program_Y_N","Monitoring_program","Available data","Available literature (Scientific or Grey)"
"Wreck","Italy","Veneto","Porto Levante","Ferreo",45.0802777777778,12.6933333333333,1988,"No data",25,"25 - 29","No data",14.48,14.48,"Mud","No data","Decommissioned structures","Decommissioned structures","fishing vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","21.60 / 5.21 / 2.23",57,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-16"
"Wreck","Italy","Emilia Romagna","Comacchio","Unknown",44.6894444444444,12.7913888888889,"No data","No data",33,"33 - 36","No data","No data","No data","Sand","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","15 / 5","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-17"
"Wreck","Italy","Emilia Romagna","Comacchio","BYMS 2053",44.6625,12.6386111111111,1945,"No data",26,"26 - 30","No data",19.31,19.31,"Mud","No data","Decommissioned structures","Decommissioned structures","British navy minesweeper","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","34.62 / 7.08",207,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-18"
"Wreck","Italy","Emilia Romagna","Porto Corsini","Taurus",44.5364,12.4773,1944,"No data",19,"19 - 22","No data",13.68,13.68,"Mud","No data","Decommissioned structures","Decommissioned structures","tug vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","30 / 6.13 / 3.64",141,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-19"
"Wreck","Italy","Emilia Romagna","Marina di Ravenna","Candiano",44.5136111111111,12.3391666666667,1966,"No data",8,"8 - 10","No data",4.02,4.02,"Mud","No data","Decommissioned structures","Decommissioned structures","floating vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","73.45 / 10.99 / 5",1350,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-20"
"Wreck","Italy","Emilia Romagna","Ravenna","Paros",44.4947222222222,12.3588888888889,1979,"No data",8,"8 - 12","No data",4.83,4.83,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","64.98 / 11 / 5.80",1164,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-21"
"Wreck","Italy","Emilia Romagna","Ravenna","Bettolina",44.5363888888889,12.4772222222222,"No data","No data",19,"19 - 22","No data",13.68,13.68,"Mud","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-22"
"Wreck","Italy","Emilia Romagna","Ravenna","Il batanone",44.3863888888889,12.8277777777778,"No data","No data",39,"39 - 41","No data","No data","No data","Sand","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","20 / 5","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-23"
"Wreck","Italy","Emilia Romagna","Cervia","Ambra Mattia",44.35,12.9,"No data","No data",46,"46 - 50","No data","No data","No data","Sand","No data","Decommissioned structures","Decommissioned structures","fishing vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","15 / 4","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-24"
"Wreck","Italy","Emilia Romagna","Rimini","Anni",44.2169444444444,13.0341666666667,1989,"No data",38,"38 - 52","No data",29.29,29.29,"Sand","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","57.83 / 8.89 / 13.52",499,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-25"
"Wreck","Italy","Emilia Romagna","Rimini","Benvenuto",44.1444444444444,12.7061111111111,1996,"No data",10,"10 - 16","No data",12.63,12.63,"Sand, Mud","No data","Decommissioned structures","Decommissioned structures","fishing vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","18.55 / 5.36 / 2.12",34,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-26"
"Wreck","Italy","Apulia","Lesina","Eden V",41.9013888888889,15.3852777777778,1988,"No data",0,"0 - 0.5","No data",0,0,"Sand","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","95 / 14.81 / 7.60",2918,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","part of the wreck out of the water","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-27"
"Wreck","Italy","Apulia","Isole Tremiti","Lombardo",42.1175,15.4816666666667,1864,"No data",4,"4 - 16","No data",0.1,0.1,"Rocks, Sand","No data","Decommissioned structures","Decommissioned structures","Italian navy transport vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","48.35 / 7.40 / 4.23",729,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-28"
"Wreck","Italy","Apulia","Isole Tremiti","Padre Giovanni",42.1408333333333,15.5325,"No data","No data",75,"75 - 80","No data",0.68,0.68,"Sand","No data","Decommissioned structures","Decommissioned structures","fishing vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-29"
"Wreck","Italy","Apulia","Torre Preposti","Kenmar",41.7761111111111,16.2777777777778,1945,"No data",17,"17 - 18","No data",5.47,5.47,"Sand","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","124.79 / 16.51 / 8.25",6844,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-30"
"Wreck","Italy","Apulia","Barletta","Triton",41.4986111111111,16.3258333333333,1940,"No data",28,"28 - 37","No data",16.09,16.09,"Mud","No data","Decommissioned structures","Decommissioned structures","British navy submarine","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","83.82 / 7.92",1095,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-31"
"Wreck","Italy","Apulia","Bisceglie","Alessandro Primo",41.4513888888889,16.7661111111111,1991,"No data",85,"85 - 110","No data",26.36,26.36,"Mud","No data","Decommissioned structures","Decommissioned structures","water tanker vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","103.90 / 14.23 / 6.24",2506,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-32"
"Wreck","Italy","Apulia","Bisceglie","Veliero",41.2777777777778,16.5897222222222,"No data","No data",39,"39 - 45","No data",5.47,5.47,"Mud","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","50 / 7","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-33"
"Wreck","Italy","Apulia","Polignano a Mare","Penelope",40.9972222222222,17.2580555555556,1942,"No data",37,"37 - 48","No data",1.13,1.13,"Sand","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","73.40 / 10.97 / 5.20",1160,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational/technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-34"
"Wreck","Italy","Apulia","Torre Canne","Gulten Islamoglu",40.8758333333333,17.5041666666667,1994,"No data",18,"18 - 40","No data",4.51,4.51,"Rocks, Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","75.01 / 11.51 / 5.40",459,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-35"
"Wreck","Italy","Apulia","Torre Canne","Delia",40.8647222222222,17.5805555555556,1942,"No data",60,"60 - 68","No data",6.28,6.28,"Sand, Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","125.95 / 15.85 / 8.47",5406,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-36"
"Wreck","Italy","Apulia","Brindisi","Confienza",40.7275,17.9213888888889,1940,"No data",70,"70 - 81","No data",4.18,4.18,"Sand","No data","Decommissioned structures","Decommissioned structures","Italian navy torpedo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","88.44 / 8.02",862,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-37"
"Wreck","Italy","Apulia","Brindisi","Tricheco",40.6916666666667,17.9994444444444,1942,"No data",70,"70 - 80","No data",2.69,2.69,"Sand","No data","Decommissioned structures","Decommissioned structures","Italian navy submarine","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","69.80 / 7.18",963,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-38"
"Wreck","Italy","Apulia","Brindisi","Asmara",40.6538888888889,18.0466666666667,1943,"No data",18,"18 - 19","No data",2.09,2.09,"Sand","No data","Decommissioned structures","Decommissioned structures","Italian navy cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","138.61 / 17.14",6850,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-39"
"Wreck","Italy","Apulia","Brindisi","Douglas C-47 skytrain (Dakota) MM.61770",40.5025,18.1455555555556,1960,"No data",18,18,"No data","No data","No data","Rocks, Sand","No data","Decommissioned structures","Decommissioned structures","transport plane and navigation training, Italian air force","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","19.65 / 28.95 / 4.98",11.415,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-40"
"Wreck","Italy","Apulia","Casalabate","Attilio Deffenu",40.4875,18.2572222222222,1941,"No data",24,"24 - 33","No data","No data","No data","Sand","No data","Decommissioned structures","Decommissioned structures","auxiliary cruiser","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","98.76 / 13.36 / 6.53",3510,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-41"
"Wreck","Italy","Apulia","San Cataldo","Nina Bianchi",40.4472222222222,18.3886111111111,1940,"No data",94,"94 - 102","No data",8.05,8.05,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","79.60 / 13.27 / 6.30",2180,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-42"
"Wreck","Italy","Apulia","Otranto","Adonis",40.1652777777778,18.5225,1960,"No data",54,"54 - 70","No data",2.25,2.25,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","86.90 / 13 / 6.14",2185,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-43"
"Wreck","Italy","Apulia","Villaggio Paradiso","Cavtat",40.0572222222222,18.5661111111111,1974,"No data",90,"90 - 96","No data",6.44,6.44,"Sand","No data","Decommissioned structures","Decommissioned structures","refrgerated vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","102.08 / 14.83 / 5.66",2092,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-44"
"Wreck","Italy","Apulia","Castro","Miriam",39.9925,18.5269444444444,1944,"No data",93,"93 - 100","No data",7.24,7.24,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","91.44 / 13.58 / 5.38",1903,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-45"
"Wreck","Italy","Marche","Marina di Montemarciano","Alfredo Cappellini",43.6741666666667,13.3580555555556,1971,"No data",13,"13 - 16","No data",2.25,2.25,"Sand","No data","Decommissioned structures","Decommissioned structures","Italian navy monitor vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","36 / 18",1452,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-46"
"Wreck","Italy","Marche","Ancona","Draga",43.6386111111111,13.5888888888889,"No data","No data",18,"18 - 19","No data",4.34,4.34,"Mud","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-47"
"Wreck","Italy","Marche","Portonovo","Bettolina",43.5736111111111,13.5941666666667,"No data","No data",11,"11 - 13","No data",0.72,0.72,"Sand, Mud","No data","Decommissioned structures","Decommissioned structures","to be defined","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data",20,"No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-48"
"Wreck","Italy","Marche","Numana","Unity VI",43.6144444444444,13.9208333333333,1994,"No data",54,"54 - 60","No data",21.56,21.56,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","95.90 / 13.80 / 5.65",2416,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","technical diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-49"
"Wreck","Italy","Marche","Sirolo","Potho",43.5480555555556,13.6277777777778,1962,"No data",6,"6 - 13","No data",0.16,0.16,"Rocks, Sand","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","89.20 / 12.24 / 5.63",1999,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-50"
"Wreck","Italy","Marche","Numana","Nicole",43.5019444444445,13.6694444444444,2003,"No data",6,"6 - 14","No data",2.9,2.9,"Sand, Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","114 / 13 / 5.50",2406,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-51"
"Wreck","Italy","Marche","Porto Recanati","Portsea",43.4822222222222,13.7402777777778,1944,"No data",12,"12 - 17","No data",6.6,6.6,"Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","81.38 / 12.24 / 4.92",1583,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-52"
"Wreck","Italy","Marche","Porto Recanati","Auk",43.4733333333333,13.7330555555556,1944,"No data",12,"12 - 13","No data",5.79,5.79,"Sand, Mud","No data","Decommissioned structures","Decommissioned structures","cargo vessel","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","76.20 / 11.27 / 4.26",1445,"No data","No data","Diving/Snorkeling","Diving/Snorkeling","recreational diving","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Pivetta S., Spazzapan G. 2012. Relitti e navi sommerse. La costa adriatica e ionica dalla Venezia Giulia alla Puglia. Guida ai relitti moderni nei mari italiani. ISBN 978-88-6649-011-53"
"Wreck","Italy","Marche","Falconara Marittima","num2",43.71166667,13.465,"No data","No data",19,19,"No data",9.17,9.17,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.3"
